Date,0,1,2,3,8,9
2018-12-13,31.01241,16.298752,18.913187,14.113208,35.906628,16.310644
2018-12-14,31.859142,68.329414,37.17231,45.29177,86.86773,54.78457
2018-12-17,12.392868,10.105472,10.330966,14.285539,20.850859,17.625813
2018-12-18,18.234612,22.500223,21.669342,17.15958,34.50329,18.722452
2018-12-19,29.870342,25.378738,24.195267,23.39192,34.013313,36.39481
2018-12-20,17.580624,31.735489,16.8064,13.276506,16.837372,18.247671
2018-12-21,25.105946,27.90263,35.04478,22.350504,39.89256,44.83435
2018-12-24,13.706173,17.761833,13.763155,15.250768,15.200321,26.273403
2018-12-27,40.1632,58.53342,29.014969,30.061256,64.54712,51.77963
2018-12-28,54.114487,26.968824,23.634096,28.527237,32.775,45.865402
2018-12-31,23.185888,16.570631,17.101698,18.251528,36.623486,21.27593
